,元大巴西指數基金,元大美國政府20年期（以上）債券單日正向2倍,元大商品指數期貨基金,元大MSCI中國A股國際通ETF基金,元大美國政府20年期（以上）債券基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大道瓊白銀ER指數股票型基金,元大新中國基金-新台幣,元大標普高盛原油ER單日反向1倍指數股票型期,元大標普金日傘型期貨信託基金之元大標普高盛黃,元大滬深300單日正向2倍基金,元大10年期以上美元投資級公共事業電能債券E,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大20年期以上AAA至A級美元公司債券ET,元大大中華豐益平衡基金-人民幣,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大大中華豐益平衡基金-新台幣,元大全球公用能源效率基金-配息型,元大標普美元ER單日正向2倍指數股票型期貨信,元大10年期以上美元投資級醫療保健債券ETF,元大大中華價值指數基金-人民幣,元大美國政府7至10年期債券基金,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大亞太優質高股息100指數基金-新台幣（I,元大美元貨幣市場基金-新台幣,元大亞太優質高股息100指數基金-新台幣（A,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大10年期以上美元投資級銀行債券-ETF-,元大大中華TMT基金-新台幣,元大亞太優質高股息100指數基金-新台幣（B,元大標普美元ER指數股票型期貨信託基金,元大大中華價值指數基金-美元,元大澳幣貨幣市場基金-新台幣,元大20年期以上BBB級美元公司債券ETF基,元大高科技基金,元大新興亞洲美元債券基金-美元（B）配息,元大新興亞洲美元債券基金-美元（A）不配息,元大標普金日傘型期貨信託基金之元大標普日圓E,元大亞太優質高股息100指數基金-美元（B）,元大台灣高股息基金,元大亞洲優選高收益債券基金B類型-（人民幣避,元大新興亞洲美元債券基金-新台幣避險（A）不,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大亞洲優選高收益債券基金B類型-（美元）,元大亞洲優選高收益債券基金A類型-（美元）,元大卓越基金,元大巴菲特基金,元大亞太優質高股息100指數基金-澳幣（B）,元大新興印尼機會債券基金-人民幣,元大美國政府1至3年期債券ETF基金,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大標普金日傘型期貨信託基金之元大標普日圓E,元大新興亞洲美元債券基金-新台幣（A）不配息,元大澳幣貨幣市場基金-澳幣,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興雙印四年到期債券基金-新台幣（B）配,元大新興雙印四年到期債券基金-新台幣（A）不,元大亞洲優選高收益債券基金A類型-（新台幣）,元大亞洲優選高收益債券基金B類型-（新台幣）,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大標普美國高息特別股-ETF,元大台灣金融基金,元大新東協平衡基金-新台幣,元大台灣高股息低波動ETF基金,元大中國國債及政策性金融債3至5年期債券ET,元大經貿基金,元大新興雙印四年到期債券基金-美元（B）配息,元大新興雙印四年到期債券基金-美元（A）不配,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大新東協平衡基金-美元,元大標普美元ER單日反向1倍指數股票型期貨信,元大摩臺基金,元大標普高盛黃金ER單日反向1倍指數股票型期,元大滬深300單日反向1倍基金,元大全球人工智慧-ETF基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大歐洲50基金,元大標普高盛原油ER指數股票型期貨信託基金,元大實質多重資產基金人民幣,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大實質多重資產基金美元,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大實質多重資產基金新臺幣,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大美國政府20年期（以上）債券單日反向1倍,元大全球不動產證券化基金（B）-配息型,元大標普高盛原油ER單日正向2倍指數股票型期,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大日經225基金,元大印尼指數基金,元大標普500單日正向2倍基金
2017/07/21,5.7310,21.1423,4.7820,,39.8471,15.4100,8.1100,11.2000,,10.5200,22.3900,,16.2400,,14.2100,10.6940,16.9300,,10.9500,29.8100,13.8100,9.2500,10.5880,6.9100,17.1500,,13.0800,39.9059,8.9600,3.1600,13.3700,,9.3289,,16.6230,25.8000,12.1900,11.3700,,10.9200,,18.4700,12.4710,10.1492,,15.1000,10.0119,10.0420,,,26.1000,,9.9840,10.5376,9.9418,,,49.2900,28.0700,,11.7937,,11.0121,10.0900,15.0371,16.1798,11.9302,,10.0717,10.0596,9.8130,9.7516,8.8282,7.5439,30.1900,,,,,10.3358,11.1839,12.1200,10.2270,,15.8700,9.5100,,,32.8400,,,36.2700,55.8100,11.1347,23.6600,82.3100,9.8820,21.3600,38.1600,20.0100,15.9700,,14.2900,13.2600,61.5900,24.3400,15.8000,,8.1500,9.6090,7.5000,10.1000,,10.0400,12.2100,19.6400,,9.4300,21.8100,11.6450,6.3700,12.4800,8.0000,22.4800,18.8410,8.9200,12.5300,15.6100,33.8800,25.2700,9.4750,27.2600
2017/07/24,5.7440,20.8844,4.7550,,39.5128,15.4000,8.1200,11.2000,,10.4900,22.1000,,16.3700,,14.2600,10.7030,17.0100,,10.9770,29.9400,13.7700,9.2100,10.5940,6.8800,17.1800,,13.1200,39.7126,8.9300,3.1800,13.3800,,9.3015,,16.6480,25.9400,12.1700,11.4000,,10.8900,,18.4900,12.5280,10.1824,,15.1900,10.0131,10.0432,,,26.2200,,9.9784,10.5355,9.9398,,,49.5100,28.1800,,11.7965,,11.0151,10.0908,15.0376,16.1803,11.9305,,10.0426,10.0601,9.8350,9.7319,8.8122,7.5302,30.2800,,,,,10.3194,11.1661,12.1100,10.2111,,15.8700,9.5100,,,33.1000,,,36.4100,56.0800,11.1507,23.7180,82.6000,9.9090,21.3200,38.3000,20.0000,15.9000,,14.2300,13.2900,62.0100,24.3600,15.9400,,8.1700,9.5940,7.5000,10.0500,,10.0000,12.1800,19.6900,,9.3800,21.8900,11.6240,6.3500,12.4200,7.9700,22.3800,18.9337,8.8700,12.8300,15.5900,34.0600,25.1500,9.5740,27.1800
2017/07/25,5.7460,20.2983,4.7960,,38.9481,15.3700,8.1000,11.2100,,10.4900,21.3600,,16.3300,,14.1600,10.6970,16.9400,,10.9600,29.8300,13.7700,9.1500,10.5630,6.8100,17.2200,,13.1000,39.4811,8.8400,3.1600,13.3800,,9.3021,,16.6030,26.0000,12.1700,11.3500,,10.8700,,18.5000,12.4930,10.1634,,15.3400,10.0003,10.0304,,,26.2500,,9.9654,10.5391,9.9432,,,49.7200,28.2800,,11.8001,,11.0161,10.0911,15.0377,16.1805,11.9307,,10.0302,10.0603,9.8320,9.7223,8.8027,7.5221,30.3900,,,,,10.3088,11.1547,12.1500,10.1985,,15.8500,9.5100,,,33.4200,,,36.5300,56.1100,11.1389,23.7370,82.6100,9.9140,21.3000,38.3000,20.0400,15.9600,,14.2500,13.3800,62.6300,24.5100,16.2900,,8.3000,9.5810,7.4800,10.0400,,10.0200,12.0800,19.8400,,9.3700,22.1100,11.5150,6.3100,12.3100,7.9100,22.4500,19.1910,8.7900,13.6900,15.5600,34.0900,25.1000,9.5950,27.3000
2017/07/26,5.7580,20.4328,4.8280,,39.0989,15.3800,8.0300,11.1500,,10.4800,20.9600,,16.1000,,14.1100,10.6700,16.9500,,10.8970,29.7600,13.8100,9.2200,10.5420,6.8000,17.0800,,13.0900,39.6467,8.8300,3.1400,13.4000,,9.3152,,16.6430,25.8700,12.0300,11.3900,,10.7900,,18.4300,12.5060,10.1236,,15.3400,10.0033,10.0334,,,26.1100,,9.9724,10.5361,9.9404,,,49.5400,28.2600,,11.7848,,11.0171,10.0914,15.0379,16.1807,11.9308,,10.0470,10.0606,9.9200,9.7554,8.8392,7.5533,30.3300,,,,,10.3334,11.1813,12.2300,10.2370,,15.8400,9.5500,,,33.6100,,,36.3600,56.7800,11.1501,23.6530,82.2100,9.9390,21.3900,38.1300,20.0900,16.0600,,14.3300,13.4400,62.7900,24.6100,16.4100,,8.2400,9.6140,7.4600,10.0800,,10.0700,12.2100,19.8800,,9.4200,22.1500,11.6620,6.3700,12.4800,7.9900,22.4800,19.1322,8.9200,14.1800,15.6000,33.8800,25.1900,9.6020,27.3100
2017/07/27,5.7310,20.1680,4.8600,,38.7317,15.3600,7.9800,11.1800,,10.4400,20.8300,,16.1100,,14.0700,10.6900,16.8200,,10.8700,29.7200,13.6500,9.2100,10.4630,6.7700,17.1500,,13.1700,39.4276,8.7900,3.1500,13.4500,,9.2695,,16.6620,26.1700,12.1500,11.3700,,10.8300,,18.4700,12.5820,10.2438,,15.4800,10.0130,10.0430,,,26.2800,,9.9726,10.5361,9.9404,,,49.8700,28.4200,,11.7790,,11.0180,10.0917,15.0380,16.1809,11.9309,,10.0071,10.0608,9.8570,9.7063,8.7976,7.5178,30.5400,,,,,10.2763,11.1195,12.2200,10.1863,,15.9700,9.5200,,,33.9300,,,36.7300,57.2700,11.1434,23.8660,83.0800,9.9580,21.3300,38.5100,19.9000,16.0100,,14.2200,13.4900,63.2800,24.6600,16.4300,,8.3000,9.6080,7.5200,10.0300,,9.9900,12.3100,20.0900,,9.3600,22.2700,11.7650,6.3300,12.5300,7.9500,22.3500,19.2310,8.9500,14.3200,15.5100,34.6100,25.2600,9.5460,27.1800
2017/07/28,5.7890,20.4133,4.8880,,39.0001,15.3700,8.0700,11.2900,,10.5800,20.5500,,16.1100,,14.1600,10.8120,16.7700,,10.9270,29.6900,13.7900,9.1200,10.5450,6.7200,16.9300,,13.0900,39.5338,8.7300,3.1600,13.3600,,9.2850,,16.6070,25.9400,12.2000,11.2900,,10.9100,,18.3500,12.5200,10.1917,,15.2400,10.0131,10.0431,,,26.0900,,9.9745,10.5326,9.9371,,,49.1800,28.0100,,11.7531,,11.0190,10.0919,15.0382,16.1810,11.9310,,10.0237,10.0611,9.8990,9.7286,8.8087,7.5272,30.3000,,,,,10.2807,11.1243,12.2900,10.2141,,15.8800,9.5300,,,33.3700,,,36.4100,56.5000,11.1298,23.6720,82.3600,9.9530,21.4700,38.1700,19.7600,16.0400,,14.2600,13.2700,62.2900,24.4800,16.4900,,8.1900,9.5660,7.5800,10.0000,,10.0200,12.3800,19.7700,,9.3400,21.9700,11.8400,6.3800,12.6300,8.0100,22.3300,19.1229,9.0200,14.7200,15.5600,33.8700,25.1200,9.5470,27.1500
2017/07/31,5.8180,20.3796,4.8870,,38.8839,15.3800,8.1100,11.4200,,10.6900,20.3500,,16.1300,,14.1500,10.9470,16.6800,,11.0120,29.7500,13.7700,9.1200,10.6170,6.7800,16.7800,,13.1400,39.4446,8.8000,3.1600,13.4000,,9.2628,,16.6530,25.8900,12.2800,11.3400,,10.9700,,18.2700,12.5860,10.1677,,15.2700,10.0230,10.0531,,,26.0800,,9.9813,10.5301,9.9347,,,49.2700,28.0900,,11.7486,,11.0220,10.0927,15.0386,16.1815,11.9314,,10.0088,10.0619,9.9090,9.7172,8.8047,7.5238,30.4000,,,,,10.2672,11.1096,12.3400,10.2073,,15.8700,9.4900,,,33.6300,,,36.4700,56.5100,11.1427,23.7050,81.7200,9.9350,21.5600,37.9000,19.7900,16.0400,,14.2300,13.3100,62.4300,24.3400,16.6500,,8.1800,9.6060,7.5800,10.0200,,10.0000,12.3200,19.9300,,9.3500,21.9900,11.7990,6.3600,12.5500,7.9800,22.2800,19.1242,8.9700,14.9800,15.4400,33.9600,25.0700,9.5710,27.0800
2017/08/01,5.8800,20.7730,4.8350,,39.2895,15.3500,8.1100,11.4300,,10.7100,20.7600,,16.5500,,14.1900,10.9570,17.0300,,10.9780,30.2600,13.7600,9.0800,10.5890,6.8000,16.8500,,13.2500,39.6017,8.8300,3.1600,13.4300,,9.2719,,16.8010,25.9700,12.2700,11.3800,,10.9700,,18.3000,12.6860,10.2171,,15.2500,10.0305,10.0607,,,26.3200,,9.9874,10.5362,9.9405,,,49.1600,28.1000,,11.7655,,11.0230,10.0930,15.0388,16.1817,11.9315,,10.0260,10.0621,9.9770,9.7265,8.8025,7.5219,30.4900,,,,,10.2864,11.1304,12.4000,10.2127,,15.8700,9.4600,,,33.5700,,,36.4600,56.6900,11.1529,23.7470,81.7200,9.8960,21.5100,37.9000,19.6900,15.9000,,14.2900,13.3300,62.5600,24.5600,16.4500,,8.2300,9.6110,7.6100,10.0300,,10.0300,12.3400,19.9400,,9.3700,22.1000,11.8160,6.3800,12.5800,8.0000,22.3400,18.9457,8.9900,14.3800,15.4200,34.0600,25.1800,9.5270,27.1700
2017/08/02,5.9550,20.8254,4.8680,,39.3346,15.3500,8.1000,11.4700,,10.7400,20.5700,,16.5300,,14.1500,10.9980,17.0800,,11.0730,30.2600,13.6400,9.1300,10.6820,6.8300,16.7700,,13.3100,39.5611,8.8700,3.1600,13.4500,,9.2709,,16.8810,26.2300,12.2500,11.4100,,10.9500,,18.2600,12.7480,10.1520,,15.5200,10.0364,10.0665,,,26.3100,,9.9928,10.5342,9.9386,,,49.7100,28.3100,,11.7649,,11.0239,10.0933,15.0389,16.1819,11.9316,,10.0305,10.0625,9.9920,9.7254,8.7999,7.5197,30.6300,,,,,10.2867,11.1308,12.4400,10.2143,,15.9600,9.5100,,,34.1600,,,36.9500,56.8700,11.1547,23.9340,82.7100,9.9490,21.5600,38.3300,19.7100,15.9200,,14.2800,13.4300,63.2900,24.4300,16.5500,,8.3200,9.6100,7.6000,10.0300,,10.0200,12.2300,20.1700,,9.3700,22.3100,11.7090,6.3600,12.4700,7.9800,22.3700,18.9205,8.9100,14.6200,15.4300,34.7200,25.2600,9.5630,27.2100
2017/08/03,5.9130,21.0973,4.8340,,39.6042,15.3600,7.9800,11.3700,,10.6400,20.8000,,16.0800,,14.0800,10.9010,17.0200,,10.9240,29.8700,13.7000,9.0500,10.5280,6.7900,16.7800,,13.2900,39.6413,8.8100,3.1400,13.3300,,9.2635,,16.8430,26.2200,12.1000,11.3100,,10.8000,,18.2700,12.7300,10.0948,,15.4100,10.0491,10.0793,,,26.2800,,10.0034,10.5387,9.9429,,,49.3300,28.0800,,11.7664,,11.0249,10.0935,15.0391,16.1820,11.9318,,10.0352,10.0628,9.9350,9.7207,8.7941,7.5147,30.5900,,,,,10.2786,11.1220,12.3100,10.2059,,15.9000,9.4600,,,33.9800,,,36.7500,56.6300,11.1551,23.8300,82.2500,9.9010,21.5600,38.1300,19.7700,16.0700,,14.2600,13.3600,63.1900,24.4800,16.3900,,8.2400,9.5920,7.5800,10.0000,,10.0000,12.1800,20.0600,,9.3400,22.1900,11.6760,6.3300,12.4200,7.9400,22.3200,18.7958,8.8800,14.2900,15.4900,34.3900,25.2100,9.4430,27.1600
2017/08/04,5.8890,20.7675,4.8420,,39.2275,15.3500,7.9100,11.2100,,10.4800,20.5600,,15.8200,,14.1100,10.7340,16.9100,,10.8210,29.6300,13.6600,9.0500,10.4170,6.8000,17.0300,,13.3400,39.4214,8.8300,3.1500,13.3800,,9.2617,,16.8840,26.3600,11.9900,11.3300,,10.7000,,18.4000,12.7640,10.1676,,15.5000,10.0498,10.0800,,,26.4100,,10.0036,10.5454,9.9492,,,49.6200,28.3100,,11.7974,,11.0259,10.0938,15.0392,16.1822,11.9319,,10.0335,10.0630,9.9860,9.7163,8.7945,7.5151,30.8500,,,,,10.2946,11.1393,12.3600,10.1958,,15.9900,9.4500,,,34.2100,,,36.8500,56.8500,11.1750,23.9150,82.4600,9.8990,21.3900,38.2300,19.9100,16.1200,,14.2400,13.3200,63.6000,24.8000,16.5600,,8.3000,9.6000,7.5300,10.0100,,10.0000,12.1700,20.2000,,9.3500,22.3500,11.6610,6.3100,12.4100,7.9200,22.3100,18.9285,8.8600,14.6100,15.5100,34.5200,25.1300,9.4420,27.1400
2017/08/07,5.9870,20.8309,4.8520,,39.3791,15.3200,8.0100,11.3600,,10.6300,20.6500,,16.0300,,14.2500,10.8840,16.9300,,10.9680,29.7600,13.5400,9.0900,10.5710,6.8600,16.9900,,13.4000,39.5642,8.9000,3.1800,13.4400,,9.2667,,16.9790,26.5500,12.1200,11.4300,,10.8300,,18.3800,12.8300,10.1070,,15.6400,10.0506,10.0808,,,26.4100,,10.0034,10.5444,9.9483,,,50.0400,28.6000,,11.7877,,11.0288,10.0947,15.0396,16.1826,11.9322,,10.0389,10.0638,9.9710,9.7260,8.7828,7.5051,31.0900,,,,,10.2973,11.1422,12.4000,10.2095,,16.1100,9.4500,,,34.6300,,,37.1800,57.1900,11.1728,24.0600,83.1000,9.8870,21.4200,38.5300,19.9200,16.0600,,14.2600,13.4900,64.4600,24.7700,16.5200,,8.3800,9.6480,7.5200,10.0600,,10.0100,12.1600,20.4400,,9.4000,22.5600,11.6560,6.3000,12.4100,7.9000,22.4000,18.9103,8.8600,14.5000,15.5300,35.0900,25.2400,9.4130,27.2900
2017/08/08,5.9740,20.6025,4.8490,,39.1261,15.3400,7.9800,11.2700,,10.5600,20.7300,,15.9500,,14.3300,10.8300,16.8500,,10.9480,29.7700,13.5500,9.1100,10.5690,6.8700,17.0600,,13.3800,39.4566,8.9200,3.1900,13.4900,,9.2569,,16.9840,26.4700,12.1100,11.4500,,10.8400,,18.4200,12.8470,10.0937,,15.5800,10.0528,10.0830,,,26.4000,,10.0031,10.5333,9.9377,,,49.7900,28.4400,,11.7646,,11.0297,10.0950,15.0398,16.1828,11.9323,,10.0302,10.0641,9.9050,9.7321,8.7742,7.4977,31.0500,,,,,10.2945,11.1392,12.3800,10.2277,,16.1500,9.4700,,,34.5300,,,37.1600,57.0000,11.1820,24.0680,83.2000,9.9250,21.3600,38.5900,19.9400,16.0600,,14.2300,13.4300,63.9200,24.8400,16.4400,,8.2800,9.6370,7.5000,10.0400,,9.9900,12.1200,20.2800,,9.3800,22.4800,11.6520,6.2800,12.3900,7.8900,22.3000,19.0048,8.8500,14.3600,15.4900,35.0800,25.1700,9.5240,27.1400
2017/08/09,5.9050,20.9628,4.8670,,39.4948,15.3500,8.1000,11.3200,,10.6500,20.5700,,15.7300,,14.3500,10.9150,16.7200,,11.0000,,13.6400,9.0600,10.6570,6.8600,17.0400,,13.2900,39.6013,8.9100,3.1900,13.3900,,9.2623,,16.9340,26.2200,12.2000,11.3400,,10.9600,,18.4000,12.8020,10.0461,,15.3700,10.0296,10.0878,,,26.2200,,10.0073,10.5198,9.9111,,,49.2200,28.1400,,11.6747,,11.0307,10.0952,15.0399,16.1829,11.9324,,10.0406,10.0644,9.7910,9.7544,8.7701,7.4742,30.8600,,,,,10.2468,11.1363,12.2100,10.2650,,16.0500,9.4700,,,34.0500,,,36.7400,56.4200,11.1278,23.8720,82.3500,9.9140,21.3900,38.1800,19.6800,16.1300,,14.2200,13.1100,62.8800,24.4900,16.5700,,8.1200,9.5580,7.5900,10.0000,,10.0000,12.1200,19.9800,,9.3000,22.2600,11.6790,6.3000,12.4200,7.9100,22.3500,18.8473,8.8600,14.5900,15.5200,34.5800,24.8700,9.5340,27.1900
2017/08/10,5.8260,21.2319,4.8140,,39.8988,15.5800,8.1100,11.1900,,10.6000,20.9800,,15.5700,,14.3200,10.8260,16.6700,,10.9290,29.8500,13.8000,9.0200,10.6610,6.8300,16.9900,,13.0600,39.8617,8.8800,3.1600,13.3100,,9.2905,,16.7500,25.8300,12.1800,11.2100,,11.0100,,18.3800,12.6250,10.0720,,15.1400,10.0300,10.0882,,,25.8100,,10.0135,10.5007,9.8930,,,48.4500,27.6900,,11.6147,,11.0316,10.0955,15.0400,16.1831,11.9326,,10.0712,10.0647,9.6520,9.8033,8.7754,7.4787,30.3400,,,,,10.2639,11.1549,11.9700,10.3362,,15.8000,9.4700,,,33.5100,,,36.3100,55.4400,11.1129,23.5600,81.5700,9.8840,21.4200,37.8000,19.5200,16.2900,,14.1700,12.8400,61.8800,24.2400,16.2500,,7.9400,9.4370,7.6400,9.9000,,9.9700,12.1500,19.6100,,9.2100,21.9000,11.7580,6.3000,12.5400,7.9000,22.0900,18.7538,8.9500,14.0300,15.3800,33.8500,24.8600,9.5310,26.4700
2017/08/11,5.8320,21.2780,4.8280,,39.9310,15.5700,7.9900,10.9400,,10.3600,20.8900,,14.9700,,14.1200,10.5640,16.2400,,10.7280,29.3700,13.8400,8.9300,10.4590,6.7200,16.8700,,12.9100,39.9267,8.7200,3.1200,13.1600,,9.3057,,16.5410,25.8300,12.0200,11.0500,,10.8600,,18.3100,12.4470,10.0640,,15.2800,10.0284,10.0866,,,25.7100,,10.0162,10.5143,9.9058,,,48.8800,27.9700,,11.6452,,11.0326,10.0958,15.0402,16.1833,11.9327,,10.0859,10.0650,9.5860,9.8104,8.7971,7.4972,30.4000,,,,,10.2850,11.1778,11.9200,10.3312,,15.8300,9.4300,,,33.8200,,,36.3000,55.4100,11.1178,23.5840,81.4700,9.8270,21.5000,37.7500,19.4600,16.6000,,14.1900,12.9200,62.2600,24.0600,16.3300,,7.9900,9.4130,7.6700,9.8900,,9.9700,,19.6800,,9.2100,22.0800,,,,,22.1300,18.7311,,14.1600,15.3600,33.6200,,9.4330,26.5300
2017/08/14,5.9070,21.1601,4.7710,,39.7938,15.4100,8.1800,11.2500,,10.6200,21.4100,,15.3200,,14.2600,10.8480,16.4400,,10.9810,29.5700,13.9400,8.9800,10.6720,6.7500,16.9900,,13.0000,39.8044,8.7800,3.1600,13.2300,,9.2894,,16.6080,25.5500,12.3800,11.1500,,11.1500,,18.3800,12.5210,10.0735,,15.1200,10.0276,10.0858,,,25.3000,,10.0090,10.5226,9.9136,,,48.0500,27.4100,,11.6716,,11.0353,10.0966,15.0406,16.1838,11.9330,,10.0665,10.0658,9.6730,9.7874,8.7668,7.4714,30.0500,,,,,10.2761,11.1681,12.1400,10.3015,,15.7400,9.4200,,,33.3700,,,35.8300,54.8900,11.1287,23.3580,80.7700,9.8390,21.4200,37.4100,19.5100,16.4700,,14.2200,12.6500,61.6000,24.3900,15.9100,,7.8200,9.4930,7.6500,9.9500,,9.9900,11.9600,19.4700,,9.2700,21.6700,11.5300,6.2200,12.3000,7.8000,22.3100,18.7764,8.7700,13.4400,15.4500,33.1800,24.6200,9.4880,27.0000
2017/08/15,5.9520,20.8925,4.7520,,39.5136,15.4100,8.2400,11.3300,,10.6900,21.4200,,15.5100,,14.2200,10.9170,16.4400,,11.0230,29.7000,13.8400,8.9800,10.7090,6.7300,17.1500,,13.0100,39.6366,8.7500,3.1500,13.2600,,9.2942,,16.6110,25.8000,12.5300,11.1500,,11.2800,,18.4700,12.5170,10.0195,,15.3700,10.0213,10.0795,,,25.5800,,10.0068,10.5230,9.9140,,,48.8700,27.9000,,11.6700,,11.0363,10.0969,15.0408,16.1839,11.9332,,10.0652,10.0661,,9.7836,8.7483,7.4557,30.3500,,,,,10.2702,11.1617,,10.2979,,15.8100,9.4600,,,33.8400,,,36.2200,55.3900,11.1168,23.5590,81.4300,9.8750,21.3100,37.7300,19.6700,16.4100,,14.2000,12.8600,62.7600,24.4600,15.9000,,8.0100,9.4950,7.5900,9.9600,,9.9700,11.9200,19.7000,,9.2700,22.0300,11.4810,6.2300,12.2500,7.8200,22.3200,18.8905,8.7400,13.4200,15.4700,33.6300,24.8800,9.5240,27.0100
2017/08/16,6.0170,21.1420,4.7410,,39.9016,15.3900,8.2400,11.2900,,10.6800,21.7700,,15.5600,,14.2300,10.8940,16.4300,,10.9950,29.5800,13.8700,9.0600,10.7110,6.7700,17.0400,,13.0500,39.9095,8.7900,3.1400,13.3600,,9.3092,,16.7110,25.7600,12.5500,11.2600,,11.3300,,18.4100,12.5730,10.0497,,15.3300,10.0245,10.0827,,,25.5700,,10.0104,10.5201,9.9113,,,48.7500,27.8500,,11.6602,,11.0372,10.0972,15.0409,16.1841,11.9333,,10.0843,10.0664,9.7710,9.8080,8.7852,7.4871,30.3900,,,,,10.2900,11.1832,12.2900,10.3272,,15.8500,9.5000,,,33.8800,,,36.1500,55.4500,11.1206,23.5130,81.1700,9.8970,21.3900,37.6200,19.6200,16.4400,,14.2900,12.9100,62.7500,24.6000,15.6500,,7.9900,9.5430,7.6200,10.0300,,10.0300,11.9300,19.6800,,9.3300,21.9900,11.5030,6.2500,12.3000,7.8500,22.4000,18.8010,8.7700,13.0000,15.5200,33.3800,24.8300,9.6410,27.1400
2017/08/17,5.9120,21.3170,4.7310,,39.9489,15.6200,8.2300,11.2900,,10.6600,21.6300,,15.5300,,14.2700,10.8940,16.4800,,10.9810,29.7500,13.7700,9.1000,10.6850,6.8000,17.0700,,13.0500,39.8574,8.8400,3.1600,13.3900,,9.2933,,16.6940,25.9800,12.5600,11.2700,,11.3300,,18.4300,12.5820,10.1762,,15.5300,10.0362,10.0944,,,25.7900,,10.0184,10.5210,9.9121,,,49.4200,28.2700,,,,11.0380,10.0975,15.0411,16.1843,11.9334,,10.0784,10.0666,9.7700,9.7975,8.7630,7.4682,30.7100,,,,,,,12.2800,10.3162,,16.0200,,,,34.2100,,,36.4200,55.9100,,23.7130,81.7300,,21.3600,37.8800,19.4700,16.3600,,14.1900,13.1100,63.8800,24.4600,15.7500,,8.1000,9.4240,7.6700,9.8900,,9.9400,11.9900,19.8700,,9.2000,22.2600,11.5740,6.2600,12.3500,7.8600,22.0300,18.7032,8.8100,13.1600,15.3600,33.8700,24.8200,,26.2800
2017/08/18,6.0370,21.3770,4.7850,,40.0900,15.6400,8.2000,11.2000,,10.5900,20.9800,,15.5900,,14.2500,10.8130,16.4300,,10.9300,29.8300,13.8300,9.1000,10.6460,6.7400,17.0100,,12.9400,39.9654,8.7600,3.1500,13.3500,,9.2996,,16.5650,25.8500,12.4800,11.2600,,11.2700,,18.3900,12.4760,10.1320,,15.4900,10.0422,10.1005,,,25.6100,,10.0264,10.5198,9.9111,,,49.1300,28.1000,,11.6541,,11.0389,10.0978,15.0412,16.1844,11.9335,,10.0913,10.0669,9.7210,9.8067,8.7877,7.4892,30.6400,,,,,10.2836,11.1763,12.2900,10.3278,,15.9000,9.5100,,,34.0900,,,36.2200,55.8100,11.1258,23.6090,81.2600,9.9210,21.4000,37.6800,19.4800,16.3700,,14.1900,13.1000,63.6000,24.3400,16.2200,,8.0800,9.4110,7.6600,9.8800,,9.9400,11.8500,19.8300,,9.1900,22.2000,11.4410,6.2000,12.2200,7.7800,21.9900,18.6902,8.7200,13.9500,15.3200,33.5700,24.5400,9.6060,26.2200
