,元大巴西指數基金,元大商品指數期貨基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大新中國基金-新台幣,元大滬深300單日正向2倍基金,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大全球公用能源效率基金-配息型,元大大中華價值指數基金-人民幣,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大美元貨幣市場基金-新台幣,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大大中華TMT基金-新台幣,元大大中華價值指數基金-美元,元大高科技基金,元大台灣高股息基金,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大卓越基金,元大巴菲特基金,元大新興印尼機會債券基金-人民幣,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大台灣金融基金,元大經貿基金,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大摩臺基金,元大滬深300單日反向1倍基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大標普高盛原油ER指數股票型期貨信託基金,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大全球不動產證券化基金（B）-配息型,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大印尼指數基金,元大標普500單日正向2倍基金
2017-10-16,6.61,4.977,14.77,8.88,12.23,11.68,17.19,14.54,11.988,18.8,31.34,13.12,9.74,6.76,13.51,8.81,3.18,14.04,9.2662,17.452,25.71,13.4,11.9,12.2,13.221,16.96,26.49,10.4854,9.8646,52.99,30.37,11.5354,11.0877,10.122,15.05,16.1943,11.9408,9.963,9.8639,8.7994,7.4594,32.52,10.2624,11.2501,13.15,10.464,16.17,36.69,38.57,56.69,11.1749,24.689,84.89,39.34,15.12,14.64,14.15,67.37,16.51,8.45,9.862,7.71,10.35,10.34,12.47,20.18,9.58,24.09,12.216,6.42,12.97,8.08,23.06,9.21,16.1,36.56,9.537,29.01
2017-10-17,6.586,4.96,14.78,8.86,12.22,11.64,17.21,14.56,11.936,18.82,31.23,13.16,9.74,6.75,13.54,8.81,3.19,14.03,9.281,17.46,25.63,13.39,11.88,12.17,13.206,16.81,26.38,10.4975,9.862,52.24,29.96,11.5367,11.0885,10.1224,15.0502,16.1945,11.9409,9.961,9.8563,8.7905,7.4519,32.16,10.2438,11.2296,13.2,10.4435,16.22,36.22,38.29,56.19,11.1372,24.572,84.57,39.18,15.14,14.63,14.08,66.74,16.42,8.37,9.864,7.61,10.37,10.34,12.52,20.0,9.6,23.81,12.221,6.44,12.99,8.11,23.12,9.23,16.09,36.47,9.502,29.03
2017-10-18,6.592,4.958,14.76,8.85,12.26,11.65,17.56,14.55,11.946,18.86,,13.14,9.68,6.76,13.59,8.83,3.2,14.0,9.2799,17.481,25.6,13.44,11.87,12.19,13.224,16.7,26.35,10.5059,9.8699,52.2,29.98,11.5576,11.0894,10.1227,15.0503,16.1947,11.9411,9.892,9.8399,8.7811,7.4439,32.06,10.2371,11.2223,13.19,10.4163,16.11,35.84,38.33,55.98,11.1318,24.577,84.63,39.2,14.99,14.64,14.03,66.47,16.49,8.3,9.869,7.6,10.38,10.35,12.53,19.82,9.6,23.62,12.211,6.44,12.98,8.11,23.14,9.22,16.04,36.57,9.439,29.11
2017-10-19,6.574,4.947,14.76,8.82,12.19,11.62,17.33,14.47,11.905,18.73,31.56,13.1,9.71,6.7,13.37,8.75,3.17,13.93,9.2894,17.256,25.65,13.31,11.76,12.11,13.041,16.99,26.4,10.4992,9.8636,52.92,30.34,11.5385,11.0903,10.1231,15.0505,16.1949,11.9412,,9.8668,8.7767,7.4401,32.24,10.2546,11.2415,,10.4523,16.12,36.36,38.59,56.35,11.1398,24.659,84.95,39.36,15.11,14.63,14.25,67.71,16.31,8.42,9.853,7.64,10.37,10.35,12.57,20.0,9.59,24.0,12.272,6.45,13.06,8.11,23.16,9.27,16.11,36.85,9.385,29.12
2017-10-20,6.536,4.953,14.68,8.87,12.3,11.7,17.39,14.52,11.983,18.87,31.41,13.14,9.72,6.78,13.54,8.85,3.19,13.97,9.2931,17.438,25.6,13.32,11.81,12.1,13.173,16.92,26.42,10.5036,9.8677,52.62,30.23,11.5317,11.0912,10.1234,15.0506,16.195,11.9413,,9.8484,8.7421,7.4108,32.21,10.2252,11.2092,,10.4294,16.08,36.16,38.42,56.29,11.1038,24.604,84.56,39.19,15.08,14.64,14.24,67.31,16.39,8.42,9.876,7.58,10.4,10.36,12.46,19.86,9.62,23.97,12.132,6.42,12.92,8.09,23.3,9.17,16.17,36.6,9.412,29.43
2017-10-23,6.376,4.97,14.74,8.91,12.36,11.74,17.33,14.59,12.015,18.87,31.3,13.13,9.8,6.76,13.51,8.83,3.21,13.94,9.3005,17.373,25.56,13.46,11.85,12.2,13.115,17.06,26.59,10.5117,9.8754,52.76,30.22,11.5076,11.094,10.1245,15.0511,16.1956,11.9417,9.904,9.8429,8.7336,7.4036,32.29,10.1902,11.1709,13.21,10.418,16.11,36.24,38.47,56.25,11.0581,24.611,84.57,39.21,15.09,14.6,14.29,67.58,16.35,8.45,9.86,7.58,10.39,10.35,12.49,20.01,9.61,24.21,12.144,6.42,12.94,8.08,23.22,9.19,16.18,36.59,9.424,29.19
2017-10-24,6.437,5.015,14.72,8.92,12.39,11.76,17.53,14.61,12.03,19.02,31.54,13.12,9.79,6.74,13.45,8.8,3.21,13.89,9.3033,17.286,25.56,13.53,11.79,12.26,13.046,17.06,26.64,10.5105,9.8742,52.89,30.31,11.4841,11.095,10.1248,15.0512,16.1957,11.9418,9.894,9.8357,8.7129,7.3861,32.51,10.1631,11.1412,13.26,10.4125,16.13,36.35,38.47,56.29,11.0258,24.634,84.47,39.17,15.01,14.61,14.35,68.09,16.53,8.51,9.872,7.57,10.4,10.35,12.54,20.07,9.62,24.25,12.176,6.45,12.97,8.12,23.27,9.21,16.26,36.56,9.368,29.28
2017-10-25,6.482,,14.77,8.97,12.46,11.84,17.76,14.67,12.111,19.1,31.49,13.13,9.81,6.75,13.51,8.81,3.23,13.92,9.3024,17.372,25.54,13.63,11.84,12.36,13.113,17.05,26.65,10.5022,9.8664,52.78,30.19,11.4181,11.0959,10.1252,15.0514,16.1959,11.9419,10.02,9.8342,8.6958,7.3715,32.33,10.1112,11.0842,13.28,10.42,16.17,36.19,38.5,56.02,10.9709,24.654,84.66,39.23,14.9,14.56,14.29,67.78,,8.47,9.836,7.57,10.36,10.33,12.46,19.97,9.59,24.15,12.108,6.42,12.9,8.09,23.16,9.16,16.18,36.49,9.459,29.08
2017-10-26,6.324,5.022,14.75,9.02,12.57,11.89,17.97,14.69,12.184,19.17,31.72,13.14,9.7,6.74,13.51,8.8,3.24,13.86,9.2913,17.307,25.56,13.69,11.75,12.36,13.079,17.18,26.64,10.5047,9.8688,52.91,30.25,11.3785,11.0968,10.1255,15.0515,16.1961,11.942,10.019,9.7996,8.6523,7.3347,32.45,10.0383,11.0043,13.29,10.3817,16.09,36.33,38.47,56.12,10.9051,24.611,84.33,39.1,14.8,14.51,14.35,68.08,16.59,8.48,9.785,7.51,10.3,10.29,12.37,19.98,9.53,24.48,11.988,6.4,12.76,8.06,23.16,9.06,16.12,36.38,9.361,29.14
2017-10-27,6.4,5.055,14.65,9.06,12.6,11.95,18.56,14.73,12.224,19.25,32.15,13.16,9.75,6.79,13.58,8.87,3.24,13.9,9.3065,17.44,25.39,13.64,11.78,12.35,13.159,16.8,26.25,10.5058,9.8698,52.08,29.79,11.3995,11.0978,10.1259,15.0517,16.1963,11.9421,10.058,9.8244,8.6795,7.3577,31.97,10.0813,11.0515,13.38,10.4078,16.16,35.49,38.32,55.64,10.9344,24.544,84.56,39.18,14.58,14.63,13.98,66.52,16.82,8.33,9.803,7.54,10.33,10.33,12.46,19.8,9.56,23.83,12.09,6.44,12.89,8.11,23.37,9.15,16.14,36.39,9.325,29.53
2017-10-30,6.216,5.064,14.7,9.04,12.53,11.88,18.41,14.61,12.181,19.17,32.03,13.11,9.8,6.8,13.51,8.87,3.22,13.92,9.2853,17.34,25.48,13.67,11.83,12.37,13.115,16.95,25.22,10.5055,9.8695,52.42,29.89,11.4198,11.1006,10.1269,15.0522,16.1968,11.9425,10.078,9.8181,8.6761,7.3549,31.95,10.0929,11.0642,13.41,10.404,16.15,35.65,38.67,55.33,10.9731,24.655,85.26,39.48,14.63,14.58,14.04,66.42,16.86,8.36,9.832,7.57,10.34,10.31,12.46,19.91,9.56,23.91,12.112,6.42,12.88,8.08,23.24,9.14,16.08,36.84,9.346,29.28
2017-10-31,6.197,5.074,14.67,9.1,12.63,11.97,18.41,14.69,12.287,19.19,31.92,13.07,9.85,6.77,13.49,8.84,3.24,13.94,9.2748,17.303,25.54,13.79,11.91,12.47,13.103,17.12,25.46,10.5042,9.8683,52.79,30.17,11.4388,11.1015,10.1272,15.0523,16.197,11.9426,10.086,9.812,8.6726,7.3519,32.27,10.1046,11.0771,13.4,10.3997,16.12,35.85,38.85,55.81,10.9987,24.739,85.34,39.53,14.62,14.61,14.26,67.09,16.84,8.46,9.83,7.52,10.32,10.29,12.43,20.11,9.55,24.24,12.084,6.44,12.83,8.11,23.24,9.11,16.27,37.02,9.395,29.37
2017-11-01,6.171,5.082,14.66,9.12,12.66,12.04,18.41,14.66,12.359,19.13,31.93,13.04,10.0,6.82,13.53,8.9,3.22,14.06,9.2767,17.422,25.58,13.72,12.08,12.45,13.19,17.36,25.54,10.4897,9.8547,53.47,30.46,11.4296,11.1025,10.1276,15.0525,16.1972,11.9427,10.22,9.8354,8.6994,7.3746,32.39,10.1346,11.1099,13.5,10.4398,16.17,36.41,38.9,55.63,11.0295,24.789,85.34,39.53,14.61,14.66,14.45,67.56,16.76,8.53,9.859,7.56,10.36,10.31,12.44,20.1,9.58,24.54,12.146,6.5,12.9,8.18,23.27,9.16,16.33,37.12,9.475,29.41
2017-11-02,,5.087,14.66,9.09,12.61,12.0,18.43,14.64,12.312,19.22,32.1,13.07,10.06,6.81,13.5,8.89,3.21,14.11,9.2804,17.404,25.52,13.61,12.07,12.36,13.171,17.25,25.56,10.4982,9.8626,53.48,30.48,11.5069,11.1034,10.1279,15.0527,16.1973,11.9429,10.232,9.8499,8.7269,7.3979,32.34,10.2099,11.1925,13.54,10.4476,16.17,36.28,38.78,55.58,11.1074,24.75,85.15,39.44,14.62,14.67,14.5,67.4,16.84,8.6,9.87,7.56,10.37,10.32,12.48,20.19,9.6,24.44,12.182,6.54,12.95,8.23,23.32,9.19,16.31,36.86,9.57,29.47
2017-11-03,6.113,5.128,14.62,9.08,12.68,12.01,18.34,14.53,12.323,19.19,32.02,13.06,10.08,6.77,13.58,8.84,3.2,14.06,9.2764,17.418,25.6,13.63,12.06,12.32,13.188,17.35,25.6,10.5223,9.8853,53.93,30.63,11.6009,11.1044,10.1283,15.0528,16.1975,11.943,10.219,9.823,8.7116,7.385,32.45,10.2418,11.2274,13.49,10.3962,16.19,36.55,38.79,55.5,11.1472,24.782,85.17,39.45,14.64,14.64,14.53,67.57,17.12,8.65,9.87,7.5,10.37,10.3,,20.24,9.59,24.46,,,,,23.36,,16.29,36.87,9.573,29.59
2017-11-06,6.249,5.218,14.58,9.26,12.88,12.23,18.48,14.64,12.542,19.31,31.9,13.08,10.22,6.76,13.49,8.83,3.22,14.16,9.2873,17.351,25.59,13.84,12.14,12.54,13.124,17.36,25.51,10.5133,9.8768,53.96,30.63,11.566,11.1072,10.1294,15.0533,16.198,11.9433,10.254,9.8431,8.7389,7.4081,32.48,10.2406,11.2261,13.48,10.4289,16.16,36.6,38.79,55.27,11.1341,24.769,84.99,39.39,14.59,14.72,14.48,67.58,17.6,8.65,9.895,7.57,10.4,10.34,12.49,20.21,9.63,24.51,12.164,6.58,12.93,8.28,23.41,9.18,16.34,36.83,9.602,29.74
2017-11-07,6.048,5.178,14.59,9.23,12.95,12.26,18.94,14.63,12.582,19.45,32.23,13.02,10.21,6.8,13.63,8.87,3.23,14.2,9.2771,17.468,25.55,13.89,12.15,12.55,13.227,17.41,25.54,10.5276,9.8903,54.37,30.81,11.6212,11.1082,10.1297,15.0534,16.1982,11.9434,10.048,9.8201,8.7068,7.3809,32.52,10.2514,11.238,13.24,10.3912,16.16,36.78,39.09,55.33,11.1585,24.882,85.61,39.64,14.4,14.67,14.51,67.55,17.56,8.64,9.858,7.53,10.35,10.32,12.68,20.32,9.58,24.57,12.318,6.66,13.08,8.38,23.38,9.29,16.3,37.21,9.627,29.69
2017-11-08,6.234,5.171,14.57,9.26,12.99,12.31,18.79,14.62,12.63,19.33,32.18,13.04,10.25,6.76,13.58,8.82,3.22,14.21,9.2827,17.435,25.49,13.85,12.14,12.53,13.195,17.56,25.55,10.5183,9.8815,54.83,31.06,11.5914,11.1091,10.1301,15.0536,16.1984,11.9436,10.015,9.8314,8.7292,7.3998,32.52,10.246,11.2321,13.15,10.4133,16.14,37.09,38.99,55.53,11.1463,24.832,85.27,39.5,14.46,14.7,14.66,67.96,17.45,8.66,9.889,7.57,10.39,10.34,12.67,20.34,9.61,24.67,12.325,6.67,13.1,8.4,23.42,9.3,16.29,37.02,9.58,29.78
2017-11-09,6.117,5.17,14.61,9.38,13.15,12.44,18.99,14.67,12.762,19.47,32.34,13.14,10.31,6.78,13.68,8.85,3.24,14.21,9.2808,17.519,25.38,14.1,12.13,12.73,13.262,17.14,25.34,10.5304,9.8789,54.01,30.6,11.5801,11.1101,10.1305,15.0537,16.1986,11.9437,10.016,9.8174,8.7249,7.3663,32.21,10.2044,11.2357,13.19,10.3874,16.16,36.58,38.56,54.99,11.1075,24.645,84.8,39.3,14.39,14.65,14.47,66.75,17.55,8.5,9.824,7.58,10.36,10.32,12.83,20.0,9.55,24.14,12.454,6.7,13.23,8.44,23.35,9.39,16.22,36.51,9.572,29.62
2017-11-10,6.013,5.155,14.63,9.49,13.36,12.6,19.45,14.77,12.935,19.63,32.61,13.13,10.3,6.75,13.69,8.81,3.27,14.18,9.2787,17.487,25.22,14.33,12.11,12.9,13.241,17.26,25.2,10.537,9.8851,54.2,30.75,11.5872,11.111,10.1308,15.0539,16.1988,11.9438,9.947,9.8001,8.7057,7.35,32.29,10.1863,11.2159,13.14,10.3635,16.14,36.73,38.48,55.17,11.0908,24.633,84.52,39.19,14.22,14.62,14.61,67.02,17.42,8.56,9.803,7.5,10.33,10.28,12.88,20.11,9.53,24.38,12.471,6.68,13.25,8.42,23.32,9.39,16.21,36.5,9.497,29.52
2017-11-13,6.041,5.151,14.62,9.59,13.45,12.7,19.49,14.76,13.031,19.66,32.74,13.17,10.33,6.74,13.62,8.8,3.26,14.17,9.2852,17.419,25.06,14.46,12.09,13.04,13.181,17.06,24.83,10.532,9.8804,53.52,30.47,11.5623,11.1139,10.1319,15.0544,16.1993,11.9442,9.849,9.808,8.7077,7.3517,31.98,10.1774,11.206,13.12,10.3794,16.17,36.1,38.17,54.93,11.0745,24.536,84.25,39.06,14.2,14.6,14.59,66.11,17.42,8.44,9.732,7.54,10.26,10.28,12.7,19.98,9.46,23.96,12.309,6.61,13.08,8.33,23.35,9.28,16.21,36.29,9.469,29.57
2017-11-14,5.835,5.073,14.64,9.47,13.2,12.5,19.26,14.7,12.83,19.6,32.63,13.19,10.32,6.78,13.54,8.85,3.24,14.11,9.2825,17.362,25.07,14.25,12.07,12.89,13.143,17.16,24.97,10.5175,9.8668,53.78,30.55,11.524,11.1149,10.1323,15.0545,16.1995,11.9443,9.815,9.8215,8.7055,7.3498,32.05,10.1716,11.1996,13.02,10.4089,16.16,36.3,38.18,54.93,11.0718,24.537,84.32,39.09,14.27,14.55,14.64,66.46,17.09,8.4,9.741,7.58,10.27,10.26,12.71,19.93,9.47,24.23,12.357,6.59,13.13,8.3,23.29,9.31,16.18,36.19,9.382,29.47
2017-11-15,,5.057,14.71,9.36,12.97,12.28,18.99,14.61,12.616,19.5,32.51,13.28,10.25,6.72,13.38,8.78,3.22,13.97,9.2736,17.149,24.88,14.02,11.98,12.67,12.994,17.21,24.93,10.5197,9.8689,53.86,30.58,11.5368,11.1158,10.1326,15.0547,16.1997,11.9444,9.732,9.8196,8.7193,7.3615,32.03,10.1787,11.2075,12.89,10.4056,16.14,36.32,37.87,55.06,11.0906,24.415,83.59,38.77,14.37,14.48,14.68,66.43,16.97,8.44,9.668,7.55,10.18,10.21,12.57,19.92,9.39,24.34,12.221,6.49,12.97,8.18,23.15,9.2,15.99,35.61,9.361,29.17
2017-11-16,6.04,5.036,14.59,9.5,13.13,12.43,19.52,14.7,12.765,19.58,32.81,13.26,10.35,6.71,13.41,8.76,3.24,14.1,9.2764,17.195,24.87,14.19,12.13,12.83,13.025,17.23,24.93,10.5176,9.8669,53.75,30.52,11.547,11.1168,10.133,15.0548,16.1999,11.9445,9.854,9.8201,8.7352,7.3749,32.04,10.1903,11.2202,13.07,10.4088,16.09,36.41,37.96,54.61,11.1002,24.407,83.58,38.77,14.19,14.63,14.76,66.42,16.92,8.47,9.775,7.57,10.3,10.26,12.68,19.81,9.49,24.43,12.327,6.53,13.09,8.22,23.31,9.28,16.12,35.75,9.492,29.61
2017-11-17,6.132,5.094,14.64,9.33,12.93,12.22,20.12,14.53,12.574,19.61,33.44,13.15,10.36,6.7,13.46,8.75,3.21,14.18,9.2592,17.223,25.06,13.99,12.23,12.63,13.072,17.51,24.97,10.5206,9.8697,54.69,31.05,11.5694,11.1178,10.1334,15.055,16.2001,11.9446,9.943,9.8035,8.7204,7.3624,32.31,10.1899,11.2199,13.23,10.3892,16.12,37.06,38.35,55.06,11.1209,24.586,84.29,39.08,13.99,14.62,14.99,67.23,17.33,8.57,9.783,7.66,10.29,10.27,12.74,19.96,9.48,24.85,12.39,6.55,13.13,8.25,23.23,9.31,16.11,36.37,9.559,29.41
2017-11-20,,5.068,14.6,9.52,13.21,12.46,20.28,14.57,12.814,19.69,33.44,13.19,10.39,6.64,13.43,8.66,3.23,14.19,9.2604,17.15,24.92,14.38,12.23,12.94,13.016,17.38,25.0,10.5296,9.8781,54.32,30.87,11.5971,11.1207,10.1345,15.0554,16.2006,11.945,9.924,9.7908,8.7262,7.3673,32.41,10.1924,11.2226,13.21,10.3696,16.24,36.79,38.05,54.84,11.1233,24.506,83.77,38.87,13.93,14.65,14.95,66.94,17.24,8.52,9.797,7.55,10.3,10.26,12.69,19.93,9.5,24.65,12.316,6.51,13.05,8.2,23.24,9.25,16.23,36.05,9.538,29.53
2017-11-21,6.217,5.081,14.52,9.67,13.35,12.62,21.28,14.77,12.997,20.06,33.94,13.05,10.51,6.67,13.6,8.7,3.27,14.34,9.2479,17.406,24.98,14.56,12.42,13.13,13.228,17.68,25.09,10.5176,9.8669,55.14,31.36,11.5823,11.1216,10.1348,15.0556,16.2008,11.9451,9.985,9.7971,8.7348,7.3746,32.68,10.1976,11.2283,13.22,10.389,16.68,37.36,38.44,55.43,11.1445,24.777,84.77,39.34,13.6,14.74,15.26,67.97,17.36,8.6,9.873,7.6,10.37,10.29,12.71,20.05,9.56,25.0,12.37,6.52,13.09,8.21,23.38,9.28,16.34,36.84,9.507,29.85
2017-11-22,6.268,5.124,14.51,9.61,13.28,12.58,21.31,14.76,12.98,19.93,34.22,13.0,10.57,6.77,13.64,8.83,3.25,14.38,9.2358,17.51,25.21,14.5,12.44,13.12,13.325,17.72,25.19,10.5,9.8503,55.01,31.29,11.534,11.1226,10.1352,15.0557,16.201,11.9452,9.993,9.8115,8.7554,7.392,32.74,10.187,11.2167,13.19,10.4226,16.83,37.27,38.52,55.28,11.1478,24.878,85.14,39.49,13.55,14.75,15.26,67.92,17.71,8.54,9.897,7.67,10.38,10.3,12.75,20.0,9.57,25.05,12.467,6.55,13.18,8.25,23.28,9.34,16.39,37.16,9.595,29.78
2017-11-23,6.263,,,9.34,12.9,12.25,20.03,14.56,12.644,19.37,33.57,12.96,10.49,6.74,13.53,8.8,3.2,14.29,,17.412,24.65,13.99,12.34,12.69,13.256,17.79,25.27,10.4934,9.8442,55.11,31.33,11.5445,11.1235,,15.0559,16.2012,11.9453,10.024,9.8282,8.7631,7.3985,31.99,10.2201,11.2531,13.22,10.4478,16.36,37.38,37.55,55.47,11.1888,24.962,85.37,39.6,13.99,,14.89,67.88,17.72,8.56,,,,,,19.97,,25.1,,,,,,,,37.31,9.626,
2017-11-24,6.212,5.142,14.48,9.25,12.87,12.21,20.13,14.67,12.596,19.45,33.52,12.96,10.51,6.78,13.62,8.85,3.23,14.32,9.2334,17.501,24.64,13.9,12.39,12.59,13.323,17.91,25.34,10.5002,9.8505,55.34,31.42,11.5437,11.1244,10.1359,15.056,16.2013,11.9455,10.071,9.8214,8.7495,7.387,32.03,10.2057,11.2372,13.27,10.4346,16.21,37.7,37.68,55.43,11.1719,24.96,85.32,39.56,13.93,14.75,14.91,68.1,18.0,8.65,9.916,7.65,10.39,10.32,12.64,20.07,9.58,25.3,12.373,6.51,13.07,8.2,23.38,9.27,16.41,37.25,9.619,29.94
2017-11-27,6.225,5.124,14.48,8.99,12.48,11.82,19.61,14.51,12.197,19.33,33.29,13.09,10.44,6.73,13.54,8.79,3.2,14.21,9.2332,17.375,24.52,13.56,12.23,12.26,13.229,17.84,25.15,10.5084,9.8582,54.71,31.2,11.55,11.1272,10.137,15.0565,16.2019,11.9458,10.087,9.813,8.7573,7.3935,31.89,10.1961,11.2266,13.3,10.4218,16.06,37.48,37.12,55.07,11.1629,24.7,84.11,39.01,14.14,14.65,14.89,67.47,17.75,8.6,9.867,7.67,10.34,10.3,12.67,19.94,9.53,25.26,12.388,6.46,13.08,8.14,23.37,9.28,16.33,36.38,9.593,29.96
2017-11-28,6.251,5.107,14.34,9.18,12.67,11.98,19.38,14.53,12.369,19.3,33.04,13.14,10.38,6.71,13.52,8.76,3.21,14.21,9.232,17.307,24.33,13.82,12.26,12.48,13.179,17.89,25.15,10.5176,9.8669,54.62,31.14,11.5841,11.1282,10.1374,15.0566,16.2021,11.946,10.062,9.8041,8.7635,7.3988,31.8,10.208,11.2397,13.3,10.404,16.07,37.53,36.89,55.28,11.1777,24.588,83.63,38.81,14.18,14.7,14.95,67.57,17.71,8.68,9.927,7.66,10.4,10.33,12.59,20.01,9.59,25.38,12.287,6.44,12.98,8.11,23.59,9.2,16.39,35.94,9.606,30.51
2017-11-29,6.068,5.083,14.34,9.16,12.64,11.95,19.43,14.49,12.334,19.29,32.99,13.12,10.32,6.71,13.51,8.76,3.2,14.13,9.2289,17.286,24.36,13.8,12.22,12.44,13.168,17.98,25.12,10.5203,9.8695,54.84,31.3,11.6214,11.1291,10.1377,15.0568,16.2023,11.9461,10.052,9.7971,8.7697,7.404,31.83,10.2309,11.2649,13.28,10.3948,16.09,37.8,36.93,55.29,11.2069,24.611,83.65,38.82,14.17,14.59,15.15,67.77,17.5,8.73,9.951,7.57,10.42,10.34,12.56,20.12,9.61,25.64,12.25,6.44,12.93,8.1,23.57,9.17,16.41,36.1,9.558,30.48
2017-11-30,5.959,5.063,14.22,9.01,12.44,11.76,18.94,14.37,12.134,19.13,32.63,13.31,10.17,6.69,13.36,8.73,3.17,13.91,9.2354,17.099,24.07,13.54,11.98,12.22,13.017,17.71,25.04,10.5142,9.8637,53.91,30.82,11.5876,11.1301,10.1381,15.0569,16.2025,11.9462,9.903,9.7993,8.7556,7.3921,31.81,10.2093,11.2412,13.16,10.4035,15.97,37.26,36.12,54.77,11.1759,24.248,81.82,38.02,14.36,14.56,15.04,67.16,17.53,8.68,9.959,7.54,10.44,10.38,12.63,19.97,9.62,25.48,12.32,6.48,13.02,8.16,23.8,9.23,16.54,34.77,9.293,31.03
2017-12-01,6.014,5.118,14.24,9.09,12.52,11.87,18.55,14.39,12.24,19.1,32.37,13.27,10.2,6.7,13.34,8.74,3.17,13.84,9.2413,17.121,23.94,13.68,11.94,12.38,13.026,17.4,24.87,10.5069,9.8569,53.51,30.64,,11.1311,10.1385,15.0571,16.2026,11.9463,9.796,9.8185,8.7782,7.4112,31.46,,,13.02,10.4321,16.26,36.3,36.13,54.87,,24.361,82.6,38.27,14.48,14.54,14.81,66.41,17.82,8.56,9.937,7.56,10.42,10.38,12.65,19.88,9.61,24.91,12.368,6.5,13.07,8.18,23.75,9.27,16.57,35.07,,30.93
2017-12-04,6.105,5.062,14.27,9.2,12.68,11.98,18.99,14.43,12.355,19.15,32.57,13.21,10.19,6.74,13.41,8.8,3.19,13.9,9.2447,17.169,23.93,13.81,11.97,12.46,13.059,17.28,24.94,10.5253,9.8741,53.21,30.54,11.6341,11.1341,10.1396,15.0576,16.2032,11.9467,9.845,9.8071,8.769,7.4034,31.51,10.2477,11.2834,13.03,10.4033,16.41,36.23,36.21,54.75,11.2081,24.505,83.1,38.49,14.32,14.52,14.83,66.09,17.55,8.49,9.953,7.55,10.44,10.37,12.63,19.68,9.63,24.62,12.314,6.48,13.02,8.16,23.74,9.23,16.49,35.39,9.446,30.8
2017-12-05,6.057,5.033,14.33,9.03,12.47,11.77,19.46,14.38,12.157,19.17,33.13,13.31,10.11,6.68,13.35,8.72,3.18,13.82,9.2318,17.067,23.85,13.62,11.86,12.27,13.0,16.87,24.77,10.5233,9.8723,52.18,29.99,11.625,11.1351,10.1399,15.0577,16.2034,11.9468,9.824,9.7927,8.7578,7.394,31.24,10.2266,11.2602,13.0,10.391,16.38,35.39,35.68,53.95,11.2011,24.324,82.34,38.1,14.16,14.49,14.43,64.95,17.6,8.27,9.933,7.48,10.41,10.33,12.67,19.33,9.59,23.91,12.352,6.46,13.04,8.14,23.64,9.25,16.38,34.85,9.463,30.56
2017-12-06,6.131,4.954,14.32,8.94,12.36,11.67,18.92,14.23,12.043,18.78,32.73,13.55,10.01,6.59,13.07,8.6,3.15,13.62,9.2374,16.716,23.41,13.44,11.68,12.12,12.725,16.39,24.5,10.5243,9.8731,51.25,29.53,11.6168,11.1361,10.1403,15.0578,16.2035,11.9469,9.737,9.7988,8.7508,7.3881,30.64,10.2248,11.2582,12.86,10.3974,16.17,34.61,34.97,52.86,11.1928,23.926,80.9,37.41,14.37,14.42,14.07,63.77,17.09,8.06,9.866,7.49,10.34,10.29,12.5,18.89,9.53,23.28,12.181,6.37,12.87,8.02,23.64,9.13,16.36,33.62,9.549,30.58
2017-12-07,5.976,4.967,14.26,8.79,12.17,11.49,18.44,14.13,11.845,18.87,32.41,13.57,10.07,6.54,13.05,8.54,3.13,13.65,9.2424,16.682,23.39,13.22,11.77,11.92,12.693,16.29,24.39,10.529,9.8776,50.75,29.18,11.6237,11.1371,10.1406,15.058,16.2037,11.947,9.875,9.7978,8.7388,7.378,30.44,10.2252,11.2587,13.02,10.3926,16.03,34.31,34.92,52.65,11.1877,23.858,80.66,37.27,14.52,14.45,13.9,63.15,17.31,8.0,9.886,7.43,10.37,10.3,12.46,18.62,9.56,23.14,12.129,6.39,12.82,8.05,23.71,9.09,16.38,33.5,9.504,30.82
